Ticket,Status,Created,Age,Runbook Present,Category of Issue,Category,Rules Used,Categorization Source,LLM Confidence,Human Audit for Accuracy,Human Comments
DO-2624748,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R041,R039",rule,0.9,pending-review,
DO-2624749,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R041,R039",rule,0.9,pending-review,
DO-2624750,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R039",rule,0.9,pending-review,
DO-2624751,Resolved,2026-02-01,7,TRUE,PCIe Link Degraded Width,PCIE,"R005,R016,R041,R039",rule,0.95,pending-review,
DO-2624784,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R027,R041,R039,R040",rule,1.0,pending-review,
DO-2624792,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624802,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624803,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624806,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624811,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2624812,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041",rule,1.0,pending-review,
DO-2624813,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624814,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2624821,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041",rule,1.0,pending-review,
DO-2624822,Resolved,2026-02-01,7,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2624824,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R009,R040",rule,0.9,pending-review,
DO-2624828,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2624833,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624840,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624855,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R009,R040",rule,0.9,pending-review,
DO-2624857,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624858,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R013,R009,R039,R040",rule,0.9,pending-review,
DO-2624860,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624862,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624863,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624864,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624865,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624869,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624870,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624871,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624873,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624874,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624875,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624877,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2624878,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624879,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624881,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624885,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624888,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R009,R040",rule,0.9,pending-review,
DO-2624889,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624891,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624892,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624895,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624896,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624901,Resolved,2026-02-01,7,TRUE,CPV Failure - RDMA Links Down,RDMA Cable,"R009,R041",rule,0.8,pending-review,
DO-2624903,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624906,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624913,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624939,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624941,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624942,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624943,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624944,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624945,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624946,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624947,Resolved,2026-02-01,7,TRUE,PCIe Link Degraded Width,PCIE,"R005,R024,R027,R041,R039",rule,1.0,pending-review,
DO-2624949,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624950,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624959,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624960,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624961,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624962,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624964,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624966,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624971,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624972,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624974,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624977,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624978,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624979,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624981,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624983,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624984,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624985,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624986,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624987,Resolved,2026-02-01,7,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2624988,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2624990,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2624999,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625000,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625001,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625002,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625004,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625005,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R009,R040",rule,0.9,pending-review,
DO-2625006,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625011,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625014,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625016,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625019,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625020,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625022,Resolved,2026-02-01,7,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R009,R040",rule,0.9,pending-review,
DO-2625026,Resolved,2026-02-01,7,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625027,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625028,Resolved,2026-02-01,7,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2625035,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625036,Resolved,2026-02-01,7,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2625044,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625046,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625049,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625055,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041",rule,1.0,pending-review,
DO-2625056,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625057,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625066,Resolved,2026-02-01,7,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625067,Resolved,2026-02-01,7,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,"R041,R040",rule,0.85,pending-review,
DO-2625068,Resolved,2026-02-01,7,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625076,Resolved,2026-02-01,7,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R008,R041,R040",rule,1.0,pending-review,
DO-2625077,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625079,Resolved,2026-02-01,7,TRUE,TRS Component Replacement,TRS_SMARTNIC_NETWORK,R021,rule,1.0,pending-review,
DO-2625131,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625132,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625133,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625135,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625136,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625137,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625138,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625139,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625140,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625141,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625142,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625143,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625144,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625145,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625147,Resolved,2026-02-01,7,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2625148,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2625166,Resolved,2026-02-01,7,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625172,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625189,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625191,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2625199,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2625201,Resolved,2026-02-01,7,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2625203,Resolved,2026-02-01,7,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2625204,Resolved,2026-02-01,7,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2625205,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625206,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625221,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625236,Resolved,2026-02-01,7,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625239,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2625242,Resolved,2026-02-01,7,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625258,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625270,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2625274,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R041",rule,1.0,pending-review,
DO-2625297,Resolved,2026-02-01,7,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625526,Resolved,2026-02-01,6,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2625695,Resolved,2026-02-01,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2625712,Resolved,2026-02-01,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2625718,Resolved,2026-02-01,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2625724,Resolved,2026-02-01,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2625726,Resolved,2026-02-01,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R035",rule,1.0,pending-review,
DO-2625752,Resolved,2026-02-01,6,TRUE,GPU Count Mismatch (ILOM),GPU,"R024,R027,R041,R039",rule,1.0,pending-review,
DO-2625773,Resolved,2026-02-01,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2625929,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2625942,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625943,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625944,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625955,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625956,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625957,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625959,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625960,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625961,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625964,Resolved,2026-02-02,6,TRUE,GBB/OAM Powergood Failure,GPU,"R004,R008,R041,R040",rule,0.9,pending-review,
DO-2625971,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625972,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625974,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625975,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2625979,Resolved,2026-02-02,6,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2625981,Resolved,2026-02-02,6,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2626066,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626078,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626079,Resolved,2026-02-02,6,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2626083,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626084,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626085,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626086,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626099,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626106,Resolved,2026-02-02,6,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2626107,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626110,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R039,R040",rule,0.9,pending-review,
DO-2626118,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R016,R008,R009,R040",rule,0.9,pending-review,
DO-2626165,Resolved,2026-02-02,6,TRUE,TRS Component Replacement,TRS_SMARTNIC_NETWORK,R021,rule,1.0,pending-review,
DO-2626175,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R018,R039",rule,1.0,pending-review,
DO-2626185,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2626193,Resolved,2026-02-02,6,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2626282,Resolved,2026-02-02,6,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2626291,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R041,R040",rule,0.9,pending-review,
DO-2626402,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626414,Resolved,2026-02-02,6,TRUE,CDFP Cable Order Failure,CDFP,R002,rule,0.95,pending-review,
DO-2626415,Resolved,2026-02-02,6,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2626416,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R041,R039",rule,1.0,pending-review,
DO-2626455,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626463,Resolved,2026-02-02,6,TRUE,uncategorized,unknown,,none,,needs-review,
DO-2626496,Resolved,2026-02-02,6,TRUE,Prescriptive Action - Component,HW- General,"R027,R006",rule,1.0,pending-review,
DO-2626501,Resolved,2026-02-02,6,TRUE,SmartNIC DHCP Timeout,SmartNIC,R006,rule,0.95,pending-review,
DO-2626603,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626612,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626613,Resolved,2026-02-02,6,TRUE,Hardware Environment Fault - Diagnostics Code Detected,HW- General,"R041,R040",rule,0.85,pending-review,
DO-2626622,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626632,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626642,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626648,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626669,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2626672,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626675,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626677,Resolved,2026-02-02,6,TRUE,GPU Tail Node/GBB Fault - Diagnostics Code Detected,GPU,R040,rule,0.85,pending-review,
DO-2626703,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626707,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626711,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626716,Resolved,2026-02-02,6,FALSE,uncategorized,unknown,,none,,needs-review,
DO-2626721,Resolved,2026-02-02,6,TRUE,GPUBurn Short Run Failure,GPU,"R030,R041",rule,1.0,pending-review,
DO-2626723,Resolved,2026-02-02,6,TRUE,GPUBurn Short Run Failure,GPU,"R030,R041",rule,1.0,pending-review,
DO-2626724,Resolved,2026-02-02,6,FALSE,CPV Failure - RDMA Links Down,RDMA Cable,R009,rule,0.75,pending-review,
DO-2626727,Resolved,2026-02-02,6,TRUE,CPU/Processor Fault - Open Problem,CPU/Processor,"R013,R039",rule,0.85,pending-review,
DO-2626730,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R027,R041,R040",rule,1.0,pending-review,
DO-2626731,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
DO-2626734,Resolved,2026-02-02,6,TRUE,CPV CDFP Fault - Auto Resolved (TRS),CDFP,"R008,R040",rule,0.9,pending-review,
